name,categories,state,stars
Spinato's Pizzeria,"['Italian', 'Pizza', 'Restaurants']",AZ,4.0
Tomato Pie Cafe,"['Italian', 'Pizza', 'Restaurants']",PA,4.0
Toscana Osteria,"['Pizza', 'Restaurants', 'Italian']",AZ,4.0
Pizza Hut,"['Italian', 'Chicken Wings', 'Restaurants', 'Pizza']",AZ,3.0
Carmine's,"['Italian', 'Restaurants']",NV,3.0
Market City Caffe,"['Italian', 'Restaurants']",NV,3.5
Buca di Beppo,"['Event Planning & Services', 'Restaurants', 'Pizza', 'Italian', 'Caterers', 'Food']",OH,3.5
Mia Francesca,"['Restaurants', 'Italian']",AZ,3.0
Brio Coastal Bar & Kitchen,"['Gluten-Free', 'Restaurants', 'American (Traditional)', 'Bars', 'Nightlife', 'American (New)', 'Italian', 'Cocktail Bars', 'Breakfast & Brunch']",OH,4.0
Pasquales Ristorante,"['Restaurants', 'Italian']",NV,4.5
Olive Garden Italian Restaurant,"['Italian', 'Restaurants', 'Salad', 'Wine Bars', 'Bars', 'Nightlife']",OH,3.5
Big Guys Pizza,"['Restaurants', 'Italian', 'Pizza']",NC,4.0
Pizza Hut,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']",PA,3.0
Little Sicily,"['Italian', 'Pizza', 'Restaurants']",AZ,4.5
Carrabba's Italian Grill,"['Restaurants', 'Italian', 'Seafood']",NC,3.5
Pizza Mania,"['Restaurants', 'Italian']",NV,1.5
Radio City Pizzeria,"['Italian', 'Restaurants', 'Tapas/Small Plates', 'Pizza']",NV,3.5
Barro's Pizza,"['Italian', 'Sandwiches', 'Pizza', 'Restaurants']",AZ,4.0
Homestead Capri Pizza,"['Italian', 'Restaurants', 'Pizza']",PA,1.5
Giovanni's Pizza & Pasta,"['Pizza', 'Restaurants', 'Food Delivery Services', 'Food', 'Salad', 'Italian']",PA,3.0
Emidio & Sons Italian Restaurant,"['Italian', 'Restaurants', 'Pizza']",OH,3.0
Cafe Provence,"['French', 'Restaurants', 'Italian']",AZ,4.0
Basilico Italian Restaurant,"['Restaurants', 'Italian']",AZ,4.5
Jimmy John's,"['Delis', 'Italian', 'Food Delivery Services', 'Restaurants', 'Sandwiches', 'Food']",AZ,3.0
Barro's Pizza,"['Pizza', 'Sandwiches', 'Restaurants', 'Italian']",AZ,4.0
Tutti Santi by Nina,"['Italian', 'Restaurants']",AZ,4.0
Fiorella's,"['Italian', 'Restaurants']",AZ,3.5
Villa Francesca,"['Pizza', 'Italian', 'Restaurants']",NC,3.5
Queen Creek Olive Mill Marketplace,"['Restaurants', 'Mediterranean', 'Beer', 'Wine & Spirits', 'Shopping', 'Souvenir Shops', 'Specialty Food', 'Local Flavor', 'Food', 'Herbs & Spices', 'Italian']",AZ,4.5
Hyakumi Japanese Restaurant & Sushi Bar,"['Chinese', 'Italian', 'Restaurants', 'Steakhouses', 'Japanese']",NV,3.0
Gianni's Trattoria,"['Food', 'Italian', 'Restaurants']",NC,4.0
Sol Azteca Fusion Grill,"['Dance Clubs', 'Nightlife', 'Restaurants', 'Karaoke', 'Latin American', 'Italian', 'Japanese', 'Mexican', 'American (New)']",WI,2.5
Carrabba's Italian Grill,"['Restaurants', 'Italian', 'Seafood']",NC,3.5
Sbarro's Italian Eatery,"['Pizza', 'Restaurants', 'Italian', 'Salad']",NV,3.0
Leoni's Focaccia,"['Sandwiches', 'Restaurants', 'Italian']",AZ,5.0
Pizza Hut,"['Italian', 'Restaurants', 'Chicken Wings', 'Food', 'Pizza']",AZ,2.0
Boka Pizza,"['Pizza', 'Italian', 'Restaurants']",AZ,3.0
Spaghetti Warehouse,"['Restaurants', 'Italian']",PA,2.5
Rosati's Pizza,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",AZ,3.5
Rustica Pizzeria,"['Restaurants', 'Pizza', 'Italian']",NV,4.0
Va Bene Italian Restaurant - Martini & Wine Bar,"['Restaurants', 'Bars', 'Wine Bars', 'Beer', 'Wine & Spirits', 'Nightlife', 'Italian', 'Food']",AZ,4.0
Lucci's Place,"['Restaurants', 'Italian', 'Pizza']",OH,4.5
Bella Luna Ristorante,"['Restaurants', 'Italian', 'Diners', 'Seafood']",AZ,3.5
Sauce Pizza and Wine,"['Pizza', 'Nightlife', 'Gluten-Free', 'Italian', 'Food', 'Bars', 'Wine Bars', 'Beer', 'Wine & Spirits', 'Restaurants']",AZ,3.5
Oasis Pasta House,"['Italian', 'Restaurants']",PA,4.5
Rocky Rococo,"['Italian', 'Pizza', 'Salad', 'Chicken Wings', 'Restaurants', 'Event Planning & Services', 'Caterers']",WI,2.5
Luce Restaurant & Bar,"['Restaurants', 'Italian']",NC,4.0
Don Vito's Italian,"['Italian', 'Restaurants']",NV,3.5
D.O.C.G. Enoteca,"['Restaurants', 'Italian']",NV,3.5
Pizza Hut,"['Chicken Wings', 'Italian', 'Restaurants', 'Pizza']",AZ,2.5
Bongiorno's Family Ristorante,"['Event Planning & Services', 'Pizza', 'Caterers', 'Italian', 'Restaurants']",OH,3.0
Olive Garden Italian Restaurant,"['Restaurants', 'Wine Bars', 'Nightlife', 'Salad', 'Bars', 'Italian', 'Fast Food']",OH,2.0
Ristorante Giuseppe,"['Italian', 'Restaurants']",AZ,4.0
Lefty's Pizza,"['Restaurants', 'Pizza', 'Italian', 'Chicken Wings']",NV,4.0
Brooklyn's Pizzeria,"['Pizza', 'Restaurants', 'Italian']",NC,2.0
Postino Kierland,"['Breakfast & Brunch', 'Wine Bars', 'Restaurants', 'Nightlife', 'Bars', 'Italian']",AZ,4.0
Pizza Hut,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",NC,2.0
Noodles & Company,"['Italian', 'Noodles', 'Mediterranean', 'Asian Fusion', 'Chinese', 'American (New)', 'Comfort Food', 'Sandwiches', 'Restaurants']",PA,3.0
Little Bite of Italy,"['Italian', 'Restaurants', 'Pizza']",AZ,3.0
Papa Sam's Chicago Style Pizzeria,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",AZ,3.0
Terra Rossa,"['Restaurants', 'Italian']",NV,3.0
Mama Mia Too,"['Italian', 'Restaurants']",NC,3.5
Biaggi's Ristorante Italiano,"['Italian', 'Restaurants']",WI,3.5
Pizza Hut,"['Pizza', 'Chicken Wings', 'Restaurants', 'Italian']",OH,2.5
Carrabba's Italian Grill,"['Restaurants', 'Seafood', 'Italian']",NV,3.5
Mineo's Pizza House,"['Food', 'Ice Cream & Frozen Yogurt', 'Pizza', 'Italian', 'Desserts', 'Restaurants']",PA,3.5
Tavolo,"['Italian', 'Restaurants']",NC,4.0
Spiedini Ristorante,"['Restaurants', 'Italian']",NV,3.5
Buccis,"['Italian', 'Restaurants', 'Steakhouses']",OH,3.0
Pizza Pit Extreme,"['Restaurants', 'Italian', 'Sandwiches', 'Event Planning & Services', 'Pizza', 'Chicken Wings', 'Caterers']",WI,3.0
Mama Ricotta's Restaurant,"['Restaurants', 'Italian', 'Venues & Event Spaces', 'Event Planning & Services']",NC,4.0
Nora's Wine Bar and Osteria,"['Wine Bars', 'Restaurants', 'Nightlife', 'Bars', 'Italian']",NV,3.5
Mama Mia Pizza,"['Restaurants', 'Pizza', 'Italian', 'Food']",NV,3.5
Arrivederci,"['Italian', 'Restaurants']",AZ,3.5
Rosati's Pizza,"['Pizza', 'Food Delivery Services', 'Italian', 'Food', 'Restaurants']",AZ,3.5
La Bona Pasta Ristorante,"['Italian', 'Restaurants']",AZ,4.0
Cici's Pizza,"['Italian', 'Restaurants']",OH,3.5
Pasta Too,"['Italian', 'Specialty Food', 'Pasta Shops', 'Restaurants', 'Food']",PA,3.5
Villa Mia,"['Restaurants', 'Italian']",NC,3.5
Circo,"['Restaurants', 'Italian']",NV,4.0
Carrabba's Italian Grill,"['Restaurants', 'Seafood', 'Italian']",OH,3.5
Sauce Pizza and Wine,"['Restaurants', 'Italian', 'Pizza']",AZ,3.5
Pizza Hut,"['Chicken Wings', 'Italian', 'Pizza', 'Restaurants']",NC,1.5
Crostatas Rustic Pizza,"['Italian', 'Restaurants', 'Pizza']",OH,4.5
Giovanni's Pizza,"['Italian', 'Restaurants', 'Pizza', 'Sandwiches']",OH,5.0
Don Michael's,"['Restaurants', 'Pasta Shops', 'Specialty Food', 'Food', 'Nightlife', 'Salad', 'Italian', 'Bars', 'Wine Bars']",NV,4.5
Hail Mary Sports Grill,"['American (New)', 'Restaurants', 'Chicken Wings', 'Bars', 'Nightlife', 'Sports Bars', 'Italian']",WI,4.5
Pizza Hut,"['Pizza', 'Chicken Wings', 'Restaurants', 'Italian']",NC,3.0
Patsy's Market,"['Meat Shops', 'Food', 'Italian', 'Restaurants', 'Specialty Food', 'Delis']",PA,5.0
Carluccio's Tivoli Gardens,"['Italian', 'Restaurants']",NV,4.0
Azzip Pizza,"['Italian', 'Salad', 'Restaurants', 'Pizza']",IL,4.5
Papa Razzini,"['Italian', 'Restaurants']",AZ,4.0
Ida's Place,"['Restaurants', 'Italian']",PA,4.5
Italian Oven,"['Pizza', 'Salad', 'Restaurants', 'Italian']",PA,4.5
Carrabba's Italian Grill,"['Seafood', 'Restaurants', 'Italian']",AZ,3.5
Cafe Roma,"['Italian', 'Restaurants']",AZ,2.5
Kenna Coal Fired Kitchen,"['Italian', 'Restaurants', 'Sandwiches', 'Pizza', 'Chicken Wings']",NC,4.0
Papa J's Centro,"['Italian', 'Restaurants']",PA,3.0
Papa John's Pizza,"['Food', 'Pizza', 'Italian', 'Food Delivery Services', 'Restaurants']",NC,3.0
Cibreo Italian Kitchen,"['Food', 'Event Planning & Services', 'Gelato', 'Caterers', 'Restaurants', 'Italian']",OH,3.5
La Fornarina,"['Restaurants', 'Italian']",SC,4.0
Pizza Hut,"['Chicken Wings', 'Italian', 'Pizza', 'Restaurants']",AZ,2.5
SB Eightyone,"['Nightlife', 'Italian', 'American (New)', 'Dance Clubs', 'Restaurants']",OH,3.0
Valentino,"['Restaurants', 'Italian']",NV,3.5
Bricco,"['Italian', 'Restaurants', 'American (Traditional)']",OH,3.0
Vinny's Authentic Italian Eatery,"['Italian', 'Breakfast & Brunch', 'Restaurants', 'Pizza']",OH,4.0
Bella Vita,"['Restaurants', 'Italian', 'Salad', 'Pizza']",NV,4.0
Olive Garden Italian Restaurant,"['Salad', 'Wine Bars', 'Nightlife', 'Bars', 'Restaurants', 'Italian']",PA,3.0
Canaletto,"['Restaurants', 'Italian']",NV,3.5
Pizza Hut,"['Italian', 'Fast Food', 'Pizza', 'Chicken Wings', 'Restaurants']",AZ,2.5
Bianca's Ristorante'italiano & Lounge,"['Restaurants', 'Italian']",OH,2.5
Sardella's Pizza & Wings,"['Food', 'Italian', 'Food Delivery Services', 'Caterers', 'Event Planning & Services', 'Restaurants', 'Chicken Wings', 'Pizza']",AZ,4.0
The Hills Pizza & Desserts,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",AZ,4.5
Mazzone & Sons Bakery,"['Food', 'Pizza', 'Italian', 'Bakeries', 'Restaurants']",OH,4.0
Babbo Italian Eatery,"['Pizza', 'Restaurants', 'Italian']",AZ,3.5
SOLO Trattoria,"['Restaurants', 'Food', 'Specialty Food', 'Pizza', 'Beer', 'Wine & Spirits', 'Italian']",AZ,4.5
Cafe Venice,"['Italian', 'Restaurants', 'Cafes']",PA,2.5
Red Devil Italian Restaurant & Pizzerias,"['Pizza', 'Restaurants', 'Italian']",AZ,4.0
Barro's Pizza,"['Restaurants', 'Sandwiches', 'Italian', 'Pizza']",AZ,4.0
Pizza Hut,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",OH,1.0
Aiello's Pizza,"['Italian', 'Pizza', 'Restaurants']",PA,4.0
Maldini's Taste of Italy,"['Pizza', 'Italian', 'Restaurants']",PA,3.5
Monte Cello's,"['Italian', 'Restaurants']",PA,4.5
Avanti,"['Restaurants', 'Nightlife', 'Italian', 'Bars', 'Lounges']",AZ,4.0
Filippo's Pizza and Italian Food of Mahomet,"['Italian', 'Restaurants', 'Pizza']",IL,3.5
John Anthony's Restaurant Lounge & Banquets,"['Restaurants', 'Lounges', 'Bars', 'Buffets', 'Italian', 'Nightlife', 'Diners']",PA,4.0
Pizza Lounge,"['Restaurants', 'Pizza', 'Italian']",NV,3.5
Mob Bar,"['Event Planning & Services', 'Bars', 'Italian', 'Restaurants', 'Venues & Event Spaces', 'Lounges', 'Nightlife']",NV,4.0
Bucci's,"['Restaurants', 'Italian']",OH,3.5
Dahmen's at Hawks,"['Mexican', 'Food', 'Chicken Wings', 'Restaurants', 'Italian']",WI,4.5
Christina's Italian Restaurant,"['Restaurants', 'Bars', 'Nightlife', 'Italian']",AZ,2.0
Romano's Macaroni Grill,"['Italian', 'Restaurants']",NV,2.5
Desert Rose Steakhouse,"['Bars', 'Seafood', 'Restaurants', 'Steakhouses', 'Italian', 'Cocktail Bars', 'Nightlife']",AZ,3.5
Sunset Pizzeria,"['Pizza', 'Italian', 'Restaurants']",NV,4.0
Red Devil Italian Restaurant & Pizzeria,"['Event Planning & Services', 'Restaurants', 'Caterers', 'Pizza', 'Italian']",AZ,3.5
Olive Garden Italian Restaurant,"['Salad', 'Nightlife', 'Bars', 'Restaurants', 'Italian', 'Wine Bars']",WI,3.0
Oregano's Pizza Bistro,"['Italian', 'Sandwiches', 'Restaurants', 'Pizza']",AZ,3.5
Cafe Vita,"['Cafes', 'Restaurants', 'Italian']",PA,4.0
Uncle Louie The Restaurant,"['Restaurants', 'Italian']",AZ,3.5
Pizza Hut,"['Chicken Wings', 'Restaurants', 'Pizza', 'Italian']",NC,1.0
Rudy's Italian Restaurant and Bar,"['Restaurants', 'Italian']",NC,3.5
Valerio's Restaurant,"['Italian', 'Nightlife', 'Bars', 'Restaurants']",OH,4.0
Novecento Pizzeria,"['Restaurants', 'Pizza', 'Italian']",NV,4.0
Papa Joe's Subs & Pasta,"['Cheesesteaks', 'Sandwiches', 'Restaurants', 'Italian']",OH,3.5
La Piccola Cucina,"['Mediterranean', 'Italian', 'Restaurants']",AZ,3.5
Streets of New York,"['Pizza', 'Sandwiches', 'Restaurants', 'Italian']",AZ,2.0
Danny Boy's- Chesterland,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']",OH,3.0
TGI Fridays,"['American (New)', 'Bars', 'Restaurants', 'Italian', 'American (Traditional)', 'Nightlife']",OH,3.0
Spaghetty Western,"['Delis', 'Nightlife', 'Restaurants', 'Italian', 'Bars']",NV,4.0
Papa Christo's,"['Sandwiches', 'Italian', 'Restaurants', 'Pizza']",AZ,4.0
Fired Up Pizza Plus,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants', 'Steakhouses']",PA,4.0
Pasta Lears Pizzeria,"['Sandwiches', 'Event Planning & Services', 'Caterers', 'Restaurants', 'Pizza', 'Italian']",OH,3.5
Piada Italian Street Food,"['Salad', 'Restaurants', 'Italian']",PA,4.0
Do Wood Fired,"['Pizza', 'Italian', 'Restaurants', 'Sandwiches']",PA,5.0
Fired Pie,"['Italian', 'Pizza', 'Gluten-Free', 'Event Planning & Services', 'Restaurants', 'Caterers']",AZ,4.0
LockKeepers,"['Italian', 'Restaurants', 'American (New)', 'Seafood']",OH,4.0
Morettis Eatery,"['Restaurants', 'Italian', 'Pizza']",NV,4.0
Molisana Italian Imported Foods,"['Italian', 'Delis', 'Restaurants']",OH,5.0
Alesci's Downtown,"['Italian', 'Restaurants', 'Pizza']",OH,4.0
Eats Italian,"['Food', 'Restaurants', 'Vegetarian', 'Italian']",NV,2.0
Vincent's,"['Sandwiches', 'Pizza', 'Italian', 'Restaurants']",AZ,3.5
Basil & Garlic Bistro,"['Pizza', 'Restaurants', 'Italian']",AZ,4.5
Johnny Carinos,"['Restaurants', 'Italian']",NC,2.0
Driscoll & Sons Cafe,"['Italian', 'Seafood', 'American (Traditional)', 'American (New)', 'Restaurants']",PA,3.0
Olive Garden Italian Restaurant,"['Restaurants', 'Nightlife', 'Bars', 'Italian', 'Salad', 'Wine Bars']",AZ,3.5
Johnny's,"['Salad', 'Italian', 'American (Traditional)', 'Soup', 'Restaurants']",PA,3.0
Tasty Pizza,"['Food', 'Pizza', 'Restaurants', 'Italian', 'Food Delivery Services']",OH,3.5
Carmine's,"['Nightlife', 'Bars', 'Italian', 'Restaurants', 'Sports Bars']",NV,3.5
Il Forno Italian Restaurant,"['Pizza', 'Italian', 'Restaurants', 'Steakhouses']",AZ,3.5
Pizza Hut,"['Chicken Wings', 'Pizza', 'Restaurants', 'Italian']",WI,2.0
Novecento Pizzeria,"['Pizza', 'Italian', 'Restaurants']",NV,4.0
Neapolitan Wood Fired Italian,"['Restaurants', 'Italian']",AZ,4.0
Nello's Pizza,"['Italian', 'Pizza', 'Restaurants']",AZ,3.5
My Pizzetta,"['Pizza', 'Italian', 'Restaurants']",OH,4.0
Pizza Pronto & Gyro House - Avalon,"['Sandwiches', 'Food Delivery Services', 'Restaurants', 'Pizza', 'Chicken Wings', 'Italian', 'Burgers', 'Food']",PA,3.5
Roma Deli II and Wine Shop,"['Italian', 'Restaurants', 'Delis']",NV,4.0
Pizza Hut,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']",NC,1.5
Pizza Hut,"['Italian', 'Pizza', 'Restaurants']",NV,2.0
Sbarro,"['Pizza', 'Italian', 'Restaurants']",NC,3.0
Fidelli Kitchen,"['Italian', 'Nightlife', 'Wine Bars', 'Restaurants', 'Bars']",NC,4.0
Pizza Hut,"['Fast Food', 'Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",AZ,2.5
PINO,"['Italian', 'Pizza', 'Restaurants']",AZ,3.5
The Tasty Bowl Subs N Such,"['Restaurants', 'Caribbean', 'Sandwiches', 'Mexican', 'Fast Food', 'Thai', 'Italian', 'Indian']",NC,5.0
Pizza Near Me,"['Food', 'Chicken Wings', 'Italian', 'American (Traditional)', 'Food Delivery Services', 'Restaurants', 'Pizza', 'Desserts']",AZ,4.0
Vero Pizza Napoletana,"['Pizza', 'Food', 'Restaurants', 'Italian', 'Gelato']",OH,4.5
Pizza Hut,"['Pizza', 'Restaurants', 'Italian', 'Chicken Wings']",NC,3.0
Eddie's Pizza Haus,"['Italian', 'Restaurants', 'Pizza', 'Salad']",PA,4.0
Methode Bistro,"['American (New)', 'Basque', 'Restaurants', 'Spanish', 'Italian']",AZ,4.5
Russo's,"['Italian', 'Cajun/Creole', 'Restaurants']",OH,4.0
Pizza Fiesta,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",PA,3.0
Slice of Sicily,"['Pizza', 'Desserts', 'Sandwiches', 'Italian', 'Food', 'Restaurants']",AZ,4.0
Taste of Buffalo Pizzeria,"['Pizza', 'Italian', 'Restaurants', 'Sandwiches']",NC,3.5
Barro's Pizza,"['Restaurants', 'Italian', 'Sandwiches', 'Pizza']",AZ,4.0
Antonio's Pizza Macedonia,"['Italian', 'Restaurants', 'Pizza']",OH,3.0
Caffe' Italia,"['Italian', 'Restaurants']",AZ,3.0
Ambridge Italian Villa,"['Pizza', 'Restaurants', 'Food', 'Greek', 'Italian', 'Food Delivery Services']",PA,3.5
Zella's Pizza And Cheesesteaks,"['American (New)', 'Pizza', 'Food', 'Food Delivery Services', 'Italian', 'Restaurants']",AZ,3.0
Carmella's Italian Kitchen and Bar,"['Pizza', 'Restaurants', 'Italian']",AZ,4.0
Gino Bros. Pizzeria,"['Pizza', 'Restaurants', 'Italian']",PA,3.5
Bratalian Neapolitan Cantina,"['Southern', 'Breakfast & Brunch', 'Restaurants', 'Italian']",NV,4.0
Island Flavor,"['Hawaiian', 'Restaurants', 'Italian']",NV,4.0
The Tap House,"['Nightlife', 'Restaurants', 'Bars', 'Italian']",NV,4.0
Olive Garden Italian Restaurant ,"['Restaurants', 'Italian']",NC,3.5
Streets of New York,"['Sandwiches', 'Restaurants', 'Italian', 'Pizza']",AZ,3.0
Hawthorne's NY Pizza & Bar,"['Nightlife', 'Italian', 'Bars', 'Pizza', 'Restaurants', 'Sports Bars']",NC,3.5
Teatro Pizzeria and Wine Bar,"['Italian', 'Wine Bars', 'Restaurants', 'Nightlife', 'Pizza', 'Bars']",AZ,3.5
800 Degrees Neapolitan Pizzeria,"['Restaurants', 'Pizza', 'Italian']",NV,3.5
Potbelly Sandwich Shop,"['Food', 'Italian', 'Delis', 'Restaurants', 'Sandwiches', 'Breakfast & Brunch', 'Fast Food']",OH,4.0
Buca di Beppo,"['Event Planning & Services', 'Restaurants', 'Pizza', 'Caterers', 'Italian', 'Food']",NV,3.0
Libretto's Pizzeria,"['Salad', 'Restaurants', 'Pizza', 'Italian']",NC,3.0
Calavittas Pizza Time,"['Italian', 'Pizza', 'Restaurants']",OH,4.5
Fede Pasta,"['Restaurants', 'Italian']",PA,4.5
Meatballz,"['Italian', 'Restaurants']",AZ,2.5
Olive Garden Italian Restaurant,"['Restaurants', 'Nightlife', 'Wine Bars', 'Bars', 'Salad', 'Italian']",AZ,3.0
Gusto Ballantyne,"['Spanish', 'Tapas Bars', 'Tapas/Small Plates', 'Italian', 'Event Planning & Services', 'Restaurants', 'Venues & Event Spaces']",NC,3.5
Battista's Hole In the Wall,"['Nightlife', 'Italian', 'Wine Bars', 'Bars', 'Restaurants']",NV,3.5
Jet's Pizza,"['Italian', 'Restaurants', 'Pizza', 'Chicken Wings']",OH,3.0
Picasso's,"['Restaurants', 'Italian', 'Pizza']",WI,3.5
Alto Ristorante e Bar,"['Restaurants', 'Italian']",AZ,4.0
Folino Brothers Pizzeria,"['Italian', 'Restaurants', 'Pizza']",PA,4.0
IL Bacio,"['Restaurants', 'Italian']",OH,4.0
Pasta Co-Op,"['Italian', 'Restaurants']",OH,4.0
Sapori D'Italia,"['Restaurants', 'Pizza', 'Italian']",AZ,4.5
Magura,"['Restaurants', 'Salad', 'Food', 'Burgers', 'Pizza', 'Italian', 'Food Delivery Services']",NV,4.0
Vento La Trattoria,"['Italian', 'Wine Bars', 'Bars', 'Restaurants', 'Nightlife']",OH,4.0
DP Dough,"['Vegan', 'Pizza', 'Restaurants', 'Italian', 'Nightlife']",AZ,3.5
Noodles & Company,"['Restaurants', 'Pasta Shops', 'Italian', 'Noodles', 'Salad', 'Food', 'Soup', 'Specialty Food', 'Thai', 'Asian Fusion', 'American (New)']",NC,4.0
Carmine's Pizza Kitchen,"['Italian', 'Pizza', 'Food Delivery Services', 'Salad', 'Restaurants', 'Soup', 'Food']",NV,4.0
Red Brick Pizza,"['Pizza', 'Restaurants', 'Italian']",AZ,4.0
Farley's Crafted Pizzeria,"['Salad', 'Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",NC,3.5
Pronto!,"['Restaurants', 'American (New)', 'Italian']",OH,5.0
La Strada,"['Italian', 'Restaurants']",OH,2.5
Le Golosita,"['Italian', 'Restaurants']",NV,3.0
Anthony Jr's Restaurant and Pizzeria,"['Desserts', 'Italian', 'Food', 'Pizza', 'Restaurants']",PA,3.5
Village Tavern and Trattoria,"['Restaurants', 'Italian']",PA,3.5
Johnny Mac's,"['Bars', 'Restaurants', 'Sports Bars', 'Pizza', 'Nightlife', 'Italian']",NV,4.0
Bistro Pizza,"['Sandwiches', 'Restaurants', 'Pizza', 'Italian']",NV,4.5
La Roma's pizza,"['Pizza', 'Italian', 'Restaurants']",NC,4.0
Casa Nicola,"['Restaurants', 'Italian']",NV,2.5
Mojo's,"['Caterers', 'Breakfast & Brunch', 'Restaurants', 'African', 'Fast Food', 'Sandwiches', 'Pizza', 'Italian', 'Chicken Wings', 'Event Planning & Services']",AZ,4.0
Oregano's Pizza Bistro,"['Restaurants', 'Pizza', 'Italian']",AZ,4.0
Matteo's Casual Italian,"['Italian', 'Restaurants', 'Pizza']",OH,2.5
Carrabba's Italian Grill,"['Seafood', 'Italian', 'Restaurants']",PA,3.5
Bonnano's,"['Restaurants', 'Italian', 'Pizza']",NV,3.5
Michelina's,"['Italian', 'Restaurants']",AZ,4.0
Pizza Americana,"['Pizza', 'Italian', 'Restaurants']",PA,4.0
Amore Taste of Chicago,"['Italian', 'Restaurants', 'Pizza']",NV,4.0
Bellacino's Pizza & Grinders,"['Italian', 'Sandwiches', 'Food Delivery Services', 'Pizza', 'Food', 'Restaurants']",OH,3.5
Pizza Hut,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",WI,2.0
The Bootlegger Italian Bistro,"['Restaurants', 'Event Planning & Services', 'Italian', 'Venues & Event Spaces']",NV,4.0
Lenzi's Restaurant,"['Restaurants', 'Italian', 'Sandwiches', 'Burgers']",PA,4.5
Pizza Hut,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",NC,1.5
Mezzo,"['Restaurants', 'Italian', 'Bars', 'Wine Bars', 'Pizza', 'Nightlife']",PA,4.0
Romano's Macaroni Grill,"['Restaurants', 'Italian']",NC,2.5
Sauce Pizza & Wine,"['Beer', 'Wine & Spirits', 'Restaurants', 'Food', 'Italian', 'Pizza']",AZ,4.0
CJ's Italian Ice & Custard,"['Restaurants', 'Ice Cream & Frozen Yogurt', 'Food', 'Italian', 'Desserts']",NV,4.0
Your Pie,"['Italian', 'Pizza', 'Salad', 'Restaurants']",AZ,3.5
Redline Pizzeria,"['Chicken Wings', 'Restaurants', 'Pizza', 'Italian']",AZ,2.5
Carnevino,"['Wine Bars', 'Nightlife', 'Restaurants', 'Steakhouses', 'Bars', 'Italian']",NV,3.5
Noodles & Company,"['Italian', 'Comfort Food', 'Restaurants', 'Salad', 'Sandwiches', 'Food', 'Fast Food', 'Noodles', 'Soup', 'Pasta Shops', 'Specialty Food', 'Asian Fusion', 'Japanese', 'Chinese']",AZ,3.5
Sienna Mercato,"['Nightlife', 'Restaurants', 'Italian', 'Pizza', 'Bars', 'Cocktail Bars', 'American (New)']",PA,4.0
Emery's / La Barrista Catering Ii,"['Bartenders', 'Caterers', 'Shopping', 'Restaurants', 'Flowers & Gifts', 'Event Planning & Services', 'Italian', 'Florists']",NV,4.0
Anzi Pizzeria,"['Italian', 'Pizza', 'Restaurants', 'Food']",NC,2.5
